,Term,Age1,MUDI,Avg Transactions,Avg Bal,Avg Turnover,Time with Bank Years,Total Salary,Multiple Customers,Single Purpose,Outcome
10904,36,3204,1,31,1545,2704,8,29,0,1,G
10905,21,2511,1,3,12,369,3,6,0,0,G
10907,36,5311,0,0,0,0,0,28,1,0,G
10909,48,3500,3,50,577,4341,3,48,0,1,G
10910,48,4311,4,39,1213,2948,12,51,0,1,G
10912,24,3105,0,26,4463,3807,4,47,0,1,G
10913,72,2406,0,9,1300,1947,6,0,0,0,G
10919,60,3411,1,59,1125,4785,19,0,0,0,G
10922,24,5206,0,12,269,1489,10,18,0,1,G
10925,24,3400,0,38,180,3767,4,41,0,1,G
10927,60,3706,0,29,608,2132,10,24,0,1,G
10931,60,3911,0,41,173,2658,21,64,1,1,G
10936,24,2705,0,65,1992,4200,1,34,0,1,G
10937,18,4901,0,61,701,3410,12,40,0,1,G
10939,24,6306,0,26,2476,2011,10,29,0,1,G
10940,36,3109,0,20,708,2581,12,37,0,1,G
10948,60,4111,5,43,8868,6644,3,79,1,0,B
10949,84,5807,6,21,5885,3000,10,109,1,1,G
10950,60,2503,1,31,1030,5086,7,33,0,1,G
10952,60,3010,0,11,450,1224,10,12,0,0,B
10953,24,2803,0,15,332,2024,11,26,0,1,G
10954,33,4000,0,22,815,2619,5,38,0,1,G
10955,36,5411,4,11,1954,2143,10,31,0,1,G
10958,60,2710,0,55,669,2450,1,27,0,1,G
10961,12,2006,0,42,136,1598,1,19,0,1,G
10963,36,5911,1,22,3869,2333,10,12,0,0,G
10965,60,3505,2,28,159,1750,16,22,0,1,G
10967,36,5211,0,55,5684,6439,10,97,1,0,G
10968,36,5205,1,28,8821,2689,9,38,0,0,G
10969,12,5208,0,66,1476,6137,12,49,0,1,G
10970,36,5608,0,22,2936,2850,6,20,0,1,G
10971,18,4905,0,25,2413,3995,10,60,0,1,G
10972,60,4508,0,57,972,4589,16,105,1,1,G
10973,60,2609,6,26,238,1813,5,10,0,0,G
10974,36,3205,1,20,832,2644,8,30,0,1,G
10976,36,5102,0,33,373,5033,10,74,1,1,G
10979,24,2811,2,36,993,2001,10,29,0,1,G
10980,48,4109,0,44,915,3417,19,41,1,1,G
10982,48,4100,0,93,354,5951,10,50,1,1,G
10983,36,4703,0,27,1361,3184,3,38,0,1,G
10984,12,5904,0,0,0,0,16,71,0,1,G
10985,12,4806,0,65,1367,2607,10,36,1,1,G
10986,60,2800,0,26,154,3564,17,27,0,1,G
10988,18,6008,0,37,490,3106,14,44,0,1,G
10990,24,2602,0,44,791,2655,2,32,0,1,G
10992,120,4411,0,85,18946,39023,10,65,1,1,G
10993,60,3611,0,75,9155,6380,11,80,1,1,G
10994,48,4807,0,53,766,4373,10,35,0,1,G
10995,30,2506,2,43,597,4481,2,40,1,1,G
10996,9,3003,0,30,586,2623,5,30,0,1,G
10997,24,2808,0,18,681,2385,10,31,0,1,G
10999,24,5204,0,35,30638,29067,16,100,0,1,G
11000,12,2811,0,19,1053,2659,10,32,0,1,G
11001,12,3400,2,21,147,1906,11,25,0,1,G
11002,60,5902,2,23,1038,2972,11,78,1,1,G
11005,60,6300,0,13,2672,1250,10,15,0,0,G
11009,36,4406,4,15,118,3273,17,96,1,1,G
11010,60,6302,6,23,166,2606,15,33,0,0,G
11012,24,4309,6,11,4865,1326,11,24,0,0,G
11013,60,2604,3,22,41,783,12,10,0,0,G
11014,60,3303,4,25,3004,5871,9,44,0,1,G
11015,24,3903,2,64,382,5984,6,48,0,1,G
11020,24,2708,0,14,334,2523,10,37,0,1,G
11021,48,4110,0,32,71,2798,3,35,0,0,G
11023,24,3808,6,34,1006,2777,17,48,0,0,G
11024,120,3306,0,17,11435,15263,9,89,1,0,G
11025,30,3103,0,36,290,2908,10,30,0,0,G
11026,12,5901,0,20,24,1388,10,27,0,0,G
11028,48,5204,4,16,4324,5178,9,136,1,1,G
11030,60,3410,6,32,82,4066,16,64,0,0,B
11031,48,4604,6,21,1003,2133,17,26,1,1,G
11034,84,4601,0,8,430,1747,14,21,1,0,G
11036,42,3802,0,15,588,2112,4,29,0,1,G
11038,36,3805,6,21,1839,2321,4,33,0,0,G
11039,18,2408,5,10,12,826,4,10,0,0,B
11042,12,5011,2,23,133,6422,16,30,0,1,G
11043,24,2803,1,39,28,2007,2,28,0,0,G
11047,60,3900,6,20,830,2056,11,27,0,0,G
11050,48,5707,6,19,26,1521,15,17,0,0,G
11053,36,5211,6,18,434,3872,18,51,0,0,G
11055,30,4207,2,23,140,3450,9,57,0,1,G
11058,24,4704,6,68,5188,4409,10,57,0,1,G
11059,24,2803,0,34,4489,3989,10,21,0,1,G
11061,60,3805,4,18,477,2288,16,32,0,0,G
11064,12,4103,0,20,775,2117,13,24,0,1,G
11065,24,4601,0,78,1002,4335,12,29,0,0,G
11068,36,5910,0,90,5445,8535,4,48,1,1,G
11070,9,4602,0,26,19083,9897,20,34,0,1,G
11071,24,5511,1,21,450,1401,10,17,0,1,G
11073,36,3408,2,62,2602,4595,10,80,1,0,G
11076,60,4710,0,94,4824,5624,11,25,1,0,G
11078,36,5504,0,34,1404,3957,10,55,1,1,G
11085,18,2606,0,83,912,4593,1,50,1,1,G
11087,36,3610,2,26,693,3959,10,20,0,0,G
11088,84,3502,3,21,3236,11472,7,35,1,0,G
11090,60,5106,1,12,709,1378,10,31,1,1,G
11091,60,5702,3,18,1375,2893,10,32,1,1,B
11092,36,5711,0,17,1884,3679,10,30,0,1,G
11093,60,5311,5,25,32184,6275,10,0,1,0,G
11095,60,3201,3,55,452,3488,7,49,1,0,G
11096,60,5305,0,18,2939,3111,9,60,0,1,G
11097,60,3102,0,41,575,3278,14,43,0,1,G
11098,24,2903,0,25,2401,3431,12,37,0,1,G
11102,48,5701,0,31,1098,2499,10,31,1,1,G
11105,36,5101,2,23,2454,3419,13,32,0,0,G
11106,120,3910,0,0,0,0,5,32,1,0,G
11109,60,3304,2,30,878,3319,10,34,0,0,G
11110,60,3604,0,46,66,4037,12,41,0,1,G
11111,48,3003,0,31,2223,3186,3,33,0,1,G
11115,30,3009,0,88,684,4466,18,24,0,0,G
11116,24,5601,0,48,9536,13369,8,235,1,1,G
11120,36,6800,5,96,23656,23625,10,0,1,0,G
11121,24,4510,0,24,36333,2740,10,44,0,1,G
11122,60,4607,0,19,1182,35230,15,55,1,1,G
11123,60,5310,2,47,10998,41492,0,30,1,0,G
11125,60,3106,3,4,437,25254,8,12,0,0,G
11127,15,5707,6,2,795,63,17,0,0,0,B
11132,36,6411,0,33,8255,1963,14,0,0,1,G
11134,60,3205,1,8,437,291,14,34,0,0,G
11135,24,4309,0,19,789,3534,14,34,0,1,G
11136,12,3308,0,34,2320,2962,3,30,0,1,G
11137,36,5810,0,25,11261,2453,16,15,0,1,G
11140,24,2807,0,0,0,0,1,18,0,1,G
11146,60,3305,1,40,345,2645,4,40,0,1,G
11148,24,2807,1,19,693,2372,4,32,1,0,G
11149,60,3302,0,25,44023,18769,10,50,0,1,G
11153,60,3303,0,0,0,0,9,30,0,1,G
11155,12,5101,3,26,194,1350,17,16,0,1,G
11156,48,5008,6,37,202,2987,16,48,1,1,G
11165,60,2801,2,39,274,2347,15,32,0,1,G
11171,36,3501,0,46,7296,6855,2,54,0,1,G
11172,36,5602,0,10,3926,2832,10,21,0,1,G
11175,60,4104,2,17,11629,17477,18,28,0,1,G
11176,36,3600,1,90,548,8237,13,75,1,0,G
11177,48,4707,0,14,382,3972,18,47,0,1,G
11179,60,4901,0,42,234,3792,17,45,0,1,G
11180,21,4608,1,42,2600,9302,8,110,0,1,G
11182,60,3210,0,28,8260,4997,4,35,0,1,G
11183,60,3409,0,39,172,2380,10,42,0,0,G
11184,60,3007,0,16,2164,2575,12,24,0,1,G
11185,60,3406,0,30,643,3048,5,41,0,1,G
11189,60,5411,1,50,1272,2175,10,22,0,0,G
11191,48,5002,2,23,3432,4634,7,53,0,0,G
11192,12,5100,5,18,402,2163,16,28,0,1,G
11195,21,2207,0,11,515,425,5,21,0,0,G
11196,36,6109,0,55,538,1825,10,20,0,1,G
11197,48,2901,1,52,333,3216,4,26,0,1,G
11198,12,3301,2,35,795,2722,3,23,0,0,G
11199,60,5710,0,21,260,2910,9,44,0,1,G
11200,54,3400,1,60,1570,6571,8,48,0,0,G
11205,60,5205,0,17,2403,3088,10,34,0,1,G
11206,12,3607,0,32,1225,3467,12,43,0,1,G
11207,48,2304,6,22,441,1949,6,27,0,0,G
11211,36,3505,2,54,1556,4717,17,61,1,1,G
11212,6,2606,1,29,528,2512,4,30,0,1,G
11213,24,5709,0,6,140,310,10,9,0,1,G
11214,72,4601,0,54,2071,2954,15,23,0,1,G
11215,24,5800,0,88,1339,4510,14,64,1,1,G
11216,48,4504,1,38,524,4143,17,78,1,1,G
11217,24,4510,2,75,1045,6042,18,95,1,1,G
11218,60,3904,3,5,120,504,13,33,1,0,G
11221,24,4602,5,47,652,3162,7,64,1,0,G
11222,24,5706,1,31,10558,9644,18,30,0,1,G
11224,24,4011,2,55,184,7725,5,78,0,1,G
11226,72,4411,6,1,5896,81,13,9,0,0,G
11231,12,3210,3,39,593,3517,5,44,0,1,G
11232,60,4202,0,12,1926,818,15,12,0,0,G
11233,24,6200,0,19,1799,2300,15,24,0,1,G
11234,36,3704,0,29,1898,2859,3,47,0,0,G
11235,36,2609,0,27,1102,2628,1,32,0,1,G
11237,60,2109,0,16,2657,1955,3,30,0,1,G
11241,24,7101,5,25,1814,1058,10,11,0,0,G
11242,24,5601,0,21,1927,2635,4,34,0,1,G
11244,24,3406,0,54,51,4859,13,33,0,1,G
11245,12,4900,0,37,3472,3368,18,104,1,1,G
11246,42,6408,0,0,0,0,16,31,1,0,B
11247,12,4805,3,8,843,452,18,20,0,1,G
11248,60,4011,0,18,339,1921,4,32,0,1,G
11260,18,3906,5,19,386,2482,12,49,0,1,G
11264,180,5606,0,18,103,1036,9,20,1,0,G
11269,24,3002,0,20,8157,5243,7,29,0,1,G
11273,24,2700,1,32,419,3265,3,41,1,1,G
11274,12,4810,1,26,368,4419,15,47,0,0,G
11279,120,3101,0,6,2737,2573,6,48,0,0,G
11283,36,3306,1,32,391,2564,16,25,0,1,G
11284,36,4709,4,41,1667,2755,15,69,1,0,G
11286,60,4205,0,59,3613,8438,6,94,1,0,G
11287,24,2811,5,25,1577,2608,4,29,0,0,G
11288,48,5411,0,42,203,3368,10,28,1,1,G
11291,60,3305,0,11,2353,1337,10,37,0,1,G
11292,24,4009,6,2,2652,75,8,44,0,0,B
11294,24,3204,0,16,2491,3487,5,17,0,0,G
11296,12,2607,0,22,324,1817,3,48,1,1,G
11297,36,2602,0,34,2373,2149,13,29,0,1,G
11299,36,2707,0,30,1508,4521,9,25,0,0,G
11300,36,2809,0,30,176,1497,8,18,0,1,G
11301,36,6004,0,0,0,0,8,21,0,1,G
11302,48,4303,3,33,445,2430,8,45,0,1,B
11303,36,3707,5,20,424,2062,13,27,0,1,G
11305,60,4407,6,38,197,3155,10,40,0,0,G
11307,60,3007,2,30,76,2076,10,30,0,1,G
11309,60,3804,0,25,153,5165,7,73,0,1,B
11310,36,4804,0,32,2224,5762,17,50,0,1,G
11311,36,3800,0,0,11,0,7,33,0,1,G
11312,24,2602,0,13,7471,2247,11,29,0,1,G
11313,36,2308,0,15,1792,1173,7,22,0,1,G
11315,12,5400,5,22,1028,2093,15,29,0,1,G
11326,18,3710,0,3,296,800,4,0,0,0,G
11328,60,4910,0,60,549,3648,19,48,0,1,G
11329,36,2604,0,13,2315,2806,7,34,0,1,G
11332,36,5206,1,16,1240,1271,17,63,1,1,G
11333,36,4610,0,17,935,2737,15,38,0,1,G
11335,36,4208,6,36,366,3764,9,40,0,0,G
11345,36,4902,0,24,11200,10063,10,40,0,1,G
11347,60,5002,0,53,4595,3947,10,100,0,1,G
11349,60,4209,0,58,1572,5059,9,31,0,1,G
11352,60,3102,1,25,125,2769,6,82,1,1,G
11353,36,3210,3,53,79,4563,10,30,0,1,G
11354,36,4707,0,1,13,45,10,13,0,0,G
11356,36,4700,0,16,357,2622,10,25,0,0,G
11358,12,3407,0,19,804,3279,11,40,0,1,G
11359,60,6111,2,21,115,2109,11,5,0,0,G
11362,36,4008,1,32,2262,3382,9,30,0,0,G
11363,12,2508,0,15,676,3538,3,59,0,1,G
11364,36,3403,6,25,3,3013,8,37,0,1,G
11368,12,2406,1,10,184,2864,7,27,0,1,G
11369,24,2509,0,31,1093,2792,3,44,0,1,G
11371,60,4302,2,42,725,5058,10,53,0,0,G
11373,60,3410,0,0,0,0,0,100,0,0,G
11374,36,4406,1,25,2146,5552,4,130,0,1,G
11375,24,2708,0,37,1136,3220,6,39,0,0,G
11376,12,5406,0,10,62847,33704,7,683,0,0,G
11377,18,5006,2,50,3645,25992,9,88,0,1,G
11378,12,4309,0,25,494,6787,16,103,0,0,G
11379,24,3508,1,30,779,4560,8,64,0,1,G
11380,24,4003,3,33,715,2918,5,36,0,0,G
11386,18,3011,0,53,1318,2087,14,23,0,1,G
11389,36,6204,0,16,2726,1896,9,27,0,1,G
11390,21,3205,0,27,661,3038,5,41,0,1,G
11392,48,3609,1,34,275,4307,12,59,0,1,G
11394,48,4000,1,36,833,3802,10,48,0,1,G
11395,24,3610,0,18,1878,3084,15,44,0,1,G
11396,60,5909,0,10,427,2796,10,32,0,1,G
11400,36,4506,0,43,301,3679,10,51,0,1,G
11401,48,2811,0,17,3532,2138,16,26,0,0,B
11402,60,5001,0,3,31,116,5,62,0,0,G
11407,24,4508,0,0,0,0,10,29,1,1,G
11410,60,5200,0,53,746,7767,11,89,1,1,G
11411,30,5308,0,19,745,3503,2,51,0,0,G
11412,60,5702,0,6,548,1341,10,41,0,0,G
11414,36,6702,0,22,730,2931,10,27,0,1,G
11422,18,5305,6,41,1035,1328,3,10,0,0,B
11423,48,4210,1,3,1064,100,19,30,0,0,B
11425,60,4701,1,19,94,1056,1,5,0,0,B
11426,48,3901,6,1,2844,43,4,50,0,0,B
11427,60,3010,0,41,617,2472,4,34,0,0,G
11432,60,4908,0,0,0,0,4,32,0,0,G
11438,12,5103,1,28,827,2738,10,47,0,1,G
11440,60,2607,0,25,251,2253,21,29,0,1,G
11442,24,2401,3,34,101,2256,9,33,0,1,G
11448,60,3207,6,26,45,2284,5,28,0,0,G
11451,12,5402,1,17,700,5580,14,61,1,1,G
11452,36,4603,2,104,654,10782,9,66,1,1,G
11453,48,4602,0,0,0,0,12,38,1,1,G
11455,60,2205,0,43,355,1432,10,26,0,1,G
11456,60,4705,0,9,4620,17707,10,170,0,1,G
11457,18,4804,0,43,260,2190,5,33,0,1,G
11459,30,3509,0,0,0,0,10,32,0,0,G
11460,60,4704,0,4,404,1895,18,47,0,1,G
11463,60,4209,0,9,658,1046,15,44,0,0,G
11464,36,4309,1,67,1112,4532,5,67,0,1,G
11472,42,5405,6,28,1411,4728,7,55,0,0,G
11473,48,3005,3,15,1797,2242,8,34,0,0,G
11474,18,2208,0,25,461,1760,14,23,0,1,G
11478,30,3006,0,54,507,5001,10,58,0,1,G
11479,36,5504,0,43,3968,7503,6,120,1,0,G
11480,42,3702,4,34,1410,4880,6,85,0,1,G
11481,12,3510,3,21,2155,3887,10,54,0,0,G
11482,60,3907,0,0,0,0,2,63,1,1,G
11484,36,4107,3,46,3095,5482,9,85,1,0,G
11485,60,3204,1,51,490,4604,14,34,1,0,G
11486,48,4004,6,15,30,2380,4,35,0,1,G
11489,60,4502,5,16,129,659,10,37,0,0,G
11490,30,3905,4,52,589,4327,11,32,0,1,G
11491,36,3609,0,75,191,4704,11,84,0,1,G
11492,36,5609,0,0,0,0,12,84,0,1,G
11493,36,4711,0,30,1142,1581,17,20,0,1,G
11494,24,4201,2,28,112,5343,9,84,0,1,G
11495,24,3301,0,29,1845,5084,6,58,1,1,G
11498,36,3403,5,2,2607,60,4,24,0,0,G
11499,60,3500,2,57,533,4738,13,68,1,1,G
11500,36,2908,1,25,521,2275,22,34,0,1,G
11501,12,3301,0,51,7892,8964,5,100,0,0,G
11503,60,2804,0,1,2772,41,5,42,0,0,G
11508,36,4104,0,41,1543,4987,18,61,0,1,G
11509,60,3405,0,19,3125,3369,5,29,0,1,G
11510,48,4708,0,43,971,7675,10,120,1,1,G
11511,60,3910,4,43,609,6290,17,49,0,0,G
11513,36,3402,3,76,336,2303,16,20,0,0,G
11515,12,4109,3,83,844,5615,10,77,0,1,G
11516,120,3111,4,22,2681,2063,12,55,1,0,G
11517,60,3007,0,35,830,3362,5,50,0,0,G
11518,60,4508,1,24,838,4709,8,63,0,1,G
11519,36,4805,4,52,94,3506,2,49,0,0,G
11520,60,4900,5,57,8820,6049,9,103,1,0,G
11521,24,3407,0,14,1961,3101,10,69,1,1,G
11522,12,5500,0,13,8664,4424,10,42,1,1,G
11524,36,5004,0,13,647,1776,4,22,0,1,G
11525,36,3304,0,84,3856,6385,10,34,0,1,G
11527,36,5705,3,3,3980,135,10,40,0,0,B
11528,60,5311,3,4,1453,2248,5,0,1,0,G
11529,60,4102,4,13,178,2320,11,24,0,0,G
11530,48,6204,2,22,977,2682,18,50,1,1,G
11531,6,4803,0,38,147,2590,10,74,1,1,G
11532,60,5501,0,24,1011,2195,26,23,0,1,G
11533,36,3409,1,29,1627,2611,10,28,0,1,G
11535,60,2810,1,46,82,2580,16,81,1,0,G
11536,36,4301,1,38,1981,3849,17,58,0,1,G
11538,36,6002,0,72,14635,37458,11,49,1,1,G
11539,30,2708,0,3,18,362,15,27,0,0,G
11542,24,5108,0,61,339,8263,10,52,0,0,G
11549,48,3808,0,43,1173,4278,6,69,0,0,G
11550,36,3806,1,53,560,5821,12,44,0,1,G
11553,24,4911,3,35,735,3658,16,64,0,1,G
11555,72,5907,0,2,4773,100,7,70,0,0,G
11558,6,3405,4,10,474,603,15,27,0,0,G
11560,24,5100,0,1,594,0,19,48,0,0,G
11566,15,6500,0,3,2156,1333,10,47,1,1,G
11567,60,3706,0,37,2510,2826,8,36,0,0,G
11568,48,5901,0,38,1249,3962,9,27,0,1,G
11569,24,6109,1,13,1735,4275,10,23,0,1,G
11570,48,5703,0,37,435,4926,9,37,0,1,G
11571,12,3011,6,12,132,2460,3,38,0,0,G
11573,12,2907,1,24,389,4001,12,47,0,1,G
11576,21,2601,0,23,402,3826,4,32,0,1,G
11577,48,6007,5,5,2389,541,10,22,0,1,G
11580,120,4107,0,6,1418,3086,12,30,1,0,G
11581,18,5105,1,36,2355,5036,10,63,0,0,G
11583,18,5306,0,22,64,894,6,31,1,1,G
11584,24,6508,0,0,0,0,10,20,0,1,G
11585,18,4706,0,17,416,1516,9,38,1,1,G
11586,36,4502,3,71,499,6804,10,65,0,1,G
11587,24,5301,4,19,31,1555,10,22,0,0,G
11590,60,4604,0,53,306,9271,10,97,1,1,G
11592,36,5006,0,43,974,5006,10,78,1,1,G
11594,18,3402,2,14,394,2325,7,26,0,0,G
11596,60,5807,0,58,1924,4592,7,52,1,1,G
11602,60,4505,0,1,1315,200,9,92,0,1,G
11604,60,4706,0,10,517,2186,9,30,0,1,G
11605,18,5202,6,30,28,4189,10,34,0,1,G
11607,18,3902,0,15,755,3342,8,41,0,1,G
11610,60,3011,0,24,1082,2087,9,70,1,1,G
11612,12,7205,0,11,2646,997,12,11,0,1,G
11613,24,5004,0,27,458,2171,10,63,0,1,G
11617,48,3603,0,87,193,5485,8,65,1,0,G
11620,120,4005,6,1,2531,43,16,0,1,0,G
11621,36,4710,2,57,123,4184,15,55,1,1,G
11622,12,4002,3,15,1144,345,12,3,0,0,G
11623,36,4311,4,7,191,363,13,42,1,1,G
11629,48,3910,0,73,17071,7366,7,189,1,1,G
11635,12,4509,4,19,952,5010,19,213,0,0,G
11637,18,3206,0,27,427,2754,6,69,1,0,G
11639,18,5501,5,17,12,2866,3,24,1,0,G
11640,60,5402,0,0,0,0,5,61,1,1,G
11641,48,3103,1,4,90,190,11,28,1,0,G
11642,60,2806,0,50,459,2780,3,38,0,1,G
11644,36,4301,3,1,9,0,12,69,1,1,G
11645,36,5311,2,15,5375,1450,3,65,1,0,G
11646,72,8103,4,2,7959,300,4,30,1,0,G
11655,12,4004,2,27,355,3233,5,4,0,0,G
11656,60,5403,3,32,463,2701,11,46,0,1,G
11662,60,3506,3,16,100,3356,12,86,1,1,G
11663,48,5810,1,45,377,3022,11,27,0,1,G
11664,48,3304,0,19,16159,1135,10,34,0,1,G
11667,12,2406,6,35,363,2314,8,27,0,1,G
11668,18,7105,0,0,0,0,16,28,0,1,G
11669,12,4808,0,46,8791,20510,6,95,0,1,G
11671,12,6410,1,6,25,97,10,13,0,1,G
11672,60,3401,6,41,1788,2941,2,32,0,0,B
11674,24,5602,1,25,1032,2216,9,33,0,0,G
11679,12,3003,1,23,359,2286,5,35,0,0,G
11681,60,3803,0,34,36,3797,6,37,0,1,G
11684,36,5405,0,26,5665,3601,9,62,0,1,G
11686,24,2301,0,31,1162,4694,5,60,0,1,G
11687,60,5705,2,29,4027,3550,21,44,1,0,G
11691,36,2905,0,26,912,2419,4,36,0,1,G
11693,30,3806,0,47,1040,5222,12,64,0,1,G
11695,36,2208,2,25,156,2018,3,23,0,1,B
11696,12,5810,0,0,0,0,1,685,0,1,G
11698,18,2902,0,17,1664,2552,2,30,0,1,G
11700,12,6311,0,2,2153,1900,1,534,0,0,G
11702,18,3611,0,32,1780,3195,10,41,0,1,G
11704,36,3506,0,60,2687,11022,10,64,0,1,G
11706,36,4305,0,23,4917,5244,10,64,0,1,G
11708,24,3504,4,53,842,3482,6,28,0,0,G
11710,36,3408,0,56,1333,3371,1,36,0,1,B
11712,24,5407,0,11,750,1961,15,28,1,0,G
11716,36,5406,2,28,502,2713,6,35,0,1,G
11721,18,3203,6,1,1565,10,19,23,0,0,G
11723,60,6203,1,42,542,5178,14,66,0,0,G
11724,48,3208,0,30,84,3589,5,57,0,1,G
11725,30,4804,3,6,76,230,17,0,0,0,G
11727,60,3310,3,49,575,4963,17,63,1,0,G
11730,36,5110,0,29,1687,4735,8,30,0,1,G
11731,36,4206,0,18,155,4683,7,52,0,1,G
11732,60,4511,2,31,763,7788,10,36,0,1,G
11737,48,5804,0,122,22040,18592,17,88,1,1,G
11739,24,3402,0,35,873,2510,9,38,0,1,G
11740,60,4602,1,5,131,1083,4,55,1,1,G
11741,12,4004,0,33,2032,4482,11,44,0,1,G
11742,24,3703,1,42,869,4775,5,45,0,1,G
11749,60,4010,0,39,7888,2484,16,34,0,1,G
11750,60,4010,0,39,7888,2484,16,34,0,1,G
11753,84,3805,1,40,1393,3462,9,42,0,0,G
11755,24,3207,0,4,10254,5982,7,34,0,1,G
11756,60,3505,0,18,3800,3931,4,44,0,1,G
11757,12,4608,0,51,509,3269,4,30,0,1,G
11759,36,3805,1,23,590,3396,9,59,0,0,G
11760,24,3600,0,33,542,1989,1,43,1,1,B
11761,36,3204,0,21,819,1985,14,30,0,1,G
11762,36,3910,0,0,0,0,4,59,0,1,G
11764,36,2202,0,0,0,0,2,23,0,1,G
11766,120,4208,2,20,2310,3156,9,50,0,0,G
11767,60,4410,0,21,2050,5881,12,66,1,1,G
11769,12,2011,0,34,1433,3255,4,35,0,1,G
11775,84,2908,2,8,734,769,11,15,0,0,G
11778,48,5410,0,0,0,0,7,18,0,0,B
11789,60,3907,0,15,1050,2249,10,24,0,1,G
11793,60,2811,4,31,954,3749,10,51,0,1,G
11794,36,3111,1,27,1,1986,16,10,0,0,B
11795,12,3601,4,42,63,3300,17,58,0,1,G
11797,48,2906,0,28,651,5127,7,49,0,1,G
11799,30,5310,0,14,1108,2737,13,32,0,1,G
11800,60,4704,0,49,81645,36635,7,95,1,1,G
11801,36,5700,0,18,1345,5820,9,74,0,1,G
11802,36,7203,1,3,7216,4780,10,70,0,1,G
11803,21,2210,0,47,713,2490,17,28,0,1,G
11804,48,5305,0,45,854,12530,12,0,0,1,G
11805,60,4202,4,4,3193,213,3,31,1,0,G
11807,60,3603,4,28,560,3463,17,60,1,0,G
11808,24,5602,6,9,131,897,10,10,0,0,G
11809,21,2204,0,35,436,1796,2,27,0,1,G
11815,36,5507,4,41,2546,2645,16,33,0,1,G
11818,24,3009,0,32,418,2748,7,29,0,0,G
11819,48,4802,2,23,681,3031,19,26,1,1,G
11820,12,4307,1,15,538,2417,10,62,0,0,G
11821,18,2203,2,34,1496,2755,5,29,0,1,G
11822,36,3400,0,23,1304,2301,16,35,0,1,G
11824,60,6503,0,9,4464,2783,10,29,0,0,G
11825,24,6401,0,24,3221,1762,4,21,0,1,G
11826,48,3309,0,45,145,3349,10,54,0,1,G
11827,60,3408,1,77,950,3881,7,68,1,0,G
11828,12,2803,0,42,110,2992,15,42,0,1,G
11829,12,7304,0,32,384,1838,10,17,1,1,G
11830,72,6309,0,20,405,3255,10,46,0,1,G
11834,24,4607,0,79,7088,6155,16,60,0,1,G
11836,30,4310,0,44,3002,5841,10,90,0,1,G
11837,36,4300,0,21,325,1170,10,14,0,1,G
11839,36,4108,0,58,116,4555,13,42,0,1,G
11840,60,2811,1,61,48,4527,7,50,1,1,G
11841,24,3005,3,31,346,4088,3,10,0,0,G
11842,36,4809,0,11,411,1256,17,28,0,1,G
11843,36,3205,2,17,82,2378,9,45,1,1,G
11844,36,3611,0,10,1622,851,7,35,0,0,G
11847,12,5301,0,13,733,1971,15,35,0,1,G
11848,48,5309,4,20,961,2645,18,55,0,1,G
11849,36,3602,0,15,5514,6083,10,32,0,1,G
11850,60,4809,2,53,3256,5188,10,84,0,0,G
11852,12,2806,4,86,119,2727,2,35,0,1,G
11854,36,4802,0,97,249,5937,10,74,1,1,G
11857,18,3803,0,113,11,5192,10,37,0,1,G
11861,48,3600,4,29,107,1515,9,57,1,1,G
11862,36,4610,4,26,2872,5158,11,68,0,0,G
11864,36,5601,0,36,571,3575,12,40,0,1,G
11866,48,4300,0,49,3496,5255,15,46,1,1,G
11867,60,4300,0,20,616,2514,10,36,0,1,G
11869,48,2510,3,41,1379,3854,17,47,0,1,G
11870,12,6207,0,2,46,262,10,9,0,1,G
11871,30,3501,0,22,394,1804,15,23,0,1,G
11874,60,4607,2,20,1078,2298,18,25,0,0,G
11878,12,3507,0,10,24,1627,9,31,0,1,G
11879,48,5600,0,16,1182,1474,10,20,0,1,G
11885,36,4310,6,13,137,562,10,0,0,0,G
11886,36,3902,0,39,1327,4230,8,83,0,1,G
11887,18,5505,1,44,50,4788,17,26,0,0,G
11888,18,2202,0,36,690,3503,4,37,0,1,G
11890,48,4407,4,92,958,4308,6,17,1,0,G
11891,24,4806,0,12,1944,1008,10,40,0,0,G
11894,60,5310,3,15,47,474,10,24,0,0,B
11895,60,5303,1,37,415,4383,10,57,1,0,G
11896,24,2208,3,5,318,66,3,4,0,0,G
11897,12,5800,0,45,4160,12332,10,9,0,1,G
11903,24,3605,3,27,919,1193,16,11,0,0,G
11907,48,4800,4,1,2992,0,9,20,0,0,G
11908,12,3410,5,20,74,1703,16,19,0,1,G
11909,36,6508,1,6,28405,40248,7,70,1,1,G
11911,24,7401,0,30,790,2056,10,13,0,1,G
11912,48,5207,0,0,0,0,3,23,0,0,G
11913,36,3304,0,55,2700,3674,10,37,0,1,G
11918,36,4405,0,50,3056,8418,12,68,1,1,G
11922,21,3107,0,21,1334,3623,3,60,1,1,G
11924,36,4505,0,0,0,0,21,52,0,1,G
11926,12,6704,3,20,110,2539,9,37,0,0,G
11927,36,3102,2,28,577,3252,4,69,0,1,G
11934,24,5207,0,23,1110,3137,9,45,0,1,G
11936,24,5400,1,38,11907,4845,10,69,1,1,G
11937,36,5306,0,6,10515,3285,17,25,0,1,G
11938,48,3008,6,27,492,1570,2,31,1,0,B
11939,12,3911,5,59,910,6116,5,69,0,1,G
11942,12,6005,3,20,681,3409,19,19,0,1,G
