,Term,Age1,MUDI,Avg Transactions,Avg Bal,Avg Turnover,Time with Bank Years,Total Salary,Multiple Customers,Single Purpose,Outcome
9924,60,3002,0,25,311,2854,6,36,0,1,G
9925,24,2505,0,49,145,3180,10,37,0,1,G
9930,60,3906,6,8,402,162,3,22,0,0,B
9931,60,5210,0,10,2900,5958,10,56,0,1,G
9932,36,4610,2,65,1295,5022,19,48,0,1,G
9934,12,2901,0,31,326,3516,1,48,1,1,G
9935,12,2807,4,41,355,3354,5,48,0,1,G
9936,36,2902,0,31,330,3443,1,48,1,1,G
9937,60,4804,0,63,449,4252,14,22,0,1,G
9940,24,4004,0,40,360,2429,6,27,0,1,G
9941,60,3101,0,90,1699,4112,10,25,1,1,G
9944,48,4109,0,33,940,4351,18,94,1,1,G
9945,36,5307,1,17,1205,5747,10,68,0,1,G
9946,48,5508,0,0,35,0,10,52,0,1,G
9947,60,2902,0,35,1001,2171,5,30,0,1,G
9948,36,4403,0,44,497,2536,5,37,0,1,G
9949,24,3805,1,46,1200,3358,9,28,0,0,G
9951,12,4808,4,22,299,2881,14,45,0,0,G
9952,48,3801,0,10,18817,6095,4,0,0,1,G
9953,12,3407,0,17,635,2843,10,42,0,1,G
9954,48,3604,0,38,4357,2104,4,27,0,1,G
9955,6,5511,5,30,7,1540,4,0,0,0,G
9958,18,6403,0,12,42,1472,2,12,0,1,G
9960,18,3905,1,63,1090,3812,4,31,1,0,G
9961,60,5006,1,51,3885,4982,15,38,0,1,G
9962,36,3911,0,11,17322,5005,15,38,0,1,G
9963,24,3307,0,60,821,4616,8,49,0,0,G
9970,36,4206,0,16,6049,4027,9,39,0,1,G
9971,60,5310,4,23,155,3619,11,54,0,0,G
9974,36,4702,0,0,0,0,5,55,0,1,G
9981,36,3603,0,24,558,2766,10,31,0,1,G
9982,21,5605,0,14,11220,2890,2,25,0,1,G
9983,12,2601,0,40,7741,2881,4,36,0,1,G
9984,36,4600,0,58,2011,3180,7,35,0,1,G
9987,60,3705,0,7,33427,10683,7,134,1,1,B
9989,36,3310,1,64,193,3429,6,77,1,1,G
9990,60,3506,1,19,1585,4946,13,58,0,1,G
9996,30,5510,5,11,3806,1090,11,54,1,0,G
9997,36,4711,4,18,167,2232,10,23,0,1,G
9999,36,5207,3,9,518,1561,10,53,0,0,G
10000,96,4701,4,27,78,1816,12,0,0,0,B
10001,84,3300,2,28,5029,3958,9,45,0,0,G
10002,120,3305,0,29,2462,2980,10,81,1,1,G
10004,36,4404,0,83,2888,15716,9,84,0,1,G
10005,60,4703,2,64,1315,11994,10,179,1,1,G
10007,24,3006,1,25,455,3416,10,29,0,0,G
10010,48,3002,0,25,570,2216,4,29,0,0,G
10018,12,6908,0,4,367,576,10,6,0,1,G
10020,36,5810,0,35,8,4079,10,54,0,1,G
10021,24,2404,1,30,1538,5344,12,28,0,1,G
10022,18,3111,0,20,238,3159,16,54,0,1,G
10024,60,3510,5,40,13,4231,18,54,0,0,G
10025,60,3311,1,48,436,3180,12,33,0,0,G
10027,24,2406,0,41,419,1895,13,21,0,1,G
10028,48,3707,5,63,2351,3913,18,58,0,1,G
10029,48,4507,1,91,2109,10959,10,55,0,1,G
10031,60,4707,0,22,1798,3921,10,62,1,1,G
10032,36,5106,3,60,913,6245,11,56,0,1,G
10034,36,4501,3,48,1544,5183,11,84,1,1,G
10036,36,4005,6,3,12699,722,19,136,1,0,B
10041,12,4208,2,38,5554,20811,9,36,0,1,G
10042,24,3809,0,20,469,4166,10,74,1,1,G
10043,18,5907,0,21,340,3221,10,10,0,1,G
10048,24,2110,0,30,463,2068,9,27,0,1,G
10050,9,3309,0,33,273,1856,4,28,0,1,G
10051,36,4203,0,27,2692,3580,10,57,1,1,G
10053,60,3301,4,29,1505,1708,11,67,1,0,G
10055,36,4510,0,20,3607,7970,18,70,1,1,G
10057,36,3306,0,4,302,1848,17,78,1,1,G
10058,12,3400,4,20,1773,2732,13,47,0,0,G
10061,12,2803,0,39,756,2531,3,45,0,1,G
10062,6,4811,1,58,2849,6922,14,65,1,1,G
10063,42,5003,4,54,1537,3560,12,103,1,1,G
10065,36,2305,1,56,166,4119,2,30,0,1,G
10067,24,3506,3,43,674,3672,5,40,0,0,G
10068,60,5707,0,3,4420,300,17,44,0,0,G
10070,36,4308,0,32,1621,4086,18,60,0,1,G
10071,36,3604,0,50,272,3912,6,40,0,1,G
10073,24,4906,0,90,316,6768,21,75,1,1,G
10075,18,2500,1,40,95,682,17,23,0,1,G
10076,60,4803,0,47,4416,3922,10,46,0,1,G
10077,18,4501,0,6,35,567,17,23,0,1,G
10078,12,3800,1,17,793,2451,10,37,0,1,G
10080,96,5408,3,17,1129,2587,10,14,0,1,G
10081,60,2706,2,35,292,1805,5,24,0,0,G
10086,24,5205,2,47,590,3741,8,42,0,1,G
10088,60,4002,3,34,1683,2835,9,50,1,0,G
10090,36,3101,2,32,525,2371,13,33,0,1,G
10096,60,3111,0,64,2673,5977,15,56,0,1,G
10098,30,4311,6,26,37,4812,15,48,0,0,G
10100,60,3101,0,38,683,3069,6,49,0,1,G
10101,48,4709,4,76,1782,3017,16,28,1,0,G
10103,48,3807,5,42,1890,2018,13,0,1,0,G
10104,60,3105,0,20,139,3610,14,54,1,1,G
10106,18,5300,0,41,245,3115,9,42,0,1,G
10108,24,5608,1,24,819,2342,8,32,0,0,G
10109,12,6404,0,3,31,490,10,0,0,1,G
10110,60,2311,0,37,1082,2866,7,32,0,0,G
10111,60,3611,2,38,798,2351,10,34,0,1,G
10112,60,5402,0,4,1513,3437,10,71,1,1,G
10113,48,6700,0,5,1625,277,10,13,0,1,G
10114,24,5306,0,48,1149,2415,10,21,0,1,G
10115,30,4200,0,67,7588,10695,9,118,0,1,G
10117,24,5206,5,39,858,8578,4,33,0,1,G
10124,12,2904,0,25,930,3702,2,37,0,0,G
10125,12,4707,0,15,18181,7618,16,54,1,1,B
10126,36,5308,1,37,120,4105,10,30,0,1,G
10127,24,4609,5,27,1020,2094,6,12,0,0,B
10130,48,4907,5,5,2041,60,4,10,1,0,G
10131,24,3705,0,18,12533,14505,10,44,0,1,G
10133,60,6807,0,25,1425,4522,11,35,1,1,G
10134,60,3310,1,23,1364,3874,15,59,1,1,G
10135,24,5411,0,28,968,1787,11,22,0,1,G
10140,12,4707,1,19,753,2673,13,59,1,1,G
10141,60,6307,0,22,3180,3915,13,58,0,1,G
10143,36,4904,1,57,2574,15364,16,36,1,1,G
10145,36,2709,0,50,651,2668,10,37,0,1,G
10146,48,4708,0,65,1393,9934,10,49,0,1,G
10147,60,5309,0,0,0,0,0,0,1,0,G
10150,48,4900,0,38,2453,2613,10,42,0,1,G
10151,36,4811,1,57,5141,19807,19,0,0,1,G
10152,48,2108,2,58,146,2123,21,30,0,1,B
10153,24,4401,2,22,2298,1053,9,19,1,0,G
10154,36,5204,3,10,85,582,18,24,1,1,G
10155,48,5003,3,20,1032,3512,6,53,1,1,G
10157,24,3108,0,27,2549,2107,4,32,0,1,G
10160,36,3005,6,38,204,2889,14,42,1,1,G
10162,30,3501,0,26,1060,2822,3,38,0,1,G
10163,48,3706,6,29,1095,1985,11,28,0,1,G
10165,24,4409,0,14,299,1310,4,15,0,1,B
10167,36,5911,0,0,0,0,10,19,1,1,G
10170,42,5303,1,42,1113,3044,3,28,0,0,G
10171,12,6010,0,11,3810,2745,10,38,0,1,G
10173,48,4311,1,17,245,3639,16,15,0,0,G
10174,24,4800,1,44,115,2855,9,34,0,1,G
10176,60,2710,0,35,2600,2800,16,33,0,1,G
10178,48,3600,0,12,83,2223,4,52,1,1,G
10179,36,5101,5,34,1561,3377,10,35,0,1,G
10180,60,3905,0,57,2514,7233,12,51,0,1,G
10181,24,4503,0,44,9260,3845,17,70,0,1,G
10182,60,6110,0,18,1210,3081,12,30,0,1,G
10183,36,4505,2,70,1927,4717,1,77,1,0,G
10184,24,4003,2,44,1234,3953,5,58,0,1,G
10190,12,6507,0,47,10405,19547,10,93,0,1,G
10191,9,3803,3,28,580,3332,4,39,0,0,G
10192,24,5911,5,51,746,4524,10,63,1,1,G
10193,21,2607,2,23,578,2389,10,31,0,1,G
10194,36,2704,1,27,848,2846,6,32,0,1,G
10195,24,5202,0,42,2019,4027,18,44,1,1,G
10198,12,3809,0,18,1521,3108,9,36,0,1,G
10202,12,2506,0,16,140,1564,3,85,1,1,G
10203,36,4408,3,7,34,293,10,20,0,0,B
10204,24,3701,1,31,949,4099,3,48,1,0,G
10205,24,4101,0,31,2838,2362,14,31,0,1,G
10209,36,4506,5,45,543,3238,10,83,1,1,G
10210,12,5000,0,3,485,8464,10,143,0,1,G
10212,60,6302,0,45,3680,4126,15,60,0,1,G
10214,48,3203,1,33,1057,7763,14,42,0,0,G
10215,24,3208,2,22,2136,6551,19,52,0,1,G
10216,48,4907,0,45,634,3716,10,39,0,1,G
10217,48,4809,0,21,297,2890,19,48,0,1,G
10219,12,5001,0,20,177,1909,8,21,0,1,G
10222,120,5705,0,17,560,743,12,0,0,0,G
10225,24,6305,5,25,1998,2703,15,25,0,0,G
10226,24,2401,1,10,1306,1672,0,10,0,0,B
10227,36,6301,4,43,1989,4310,10,36,1,0,G
10233,60,2804,1,24,1520,2131,4,29,0,1,G
10239,36,3804,2,13,8919,2411,4,59,1,0,G
10240,60,4005,1,16,473,3550,5,49,1,1,G
10246,48,2606,5,35,68,2285,10,13,0,1,G
10247,36,3501,0,19,331,2798,13,60,1,1,G
10248,24,5600,0,28,2905,6003,17,12,1,1,G
10249,15,3611,2,75,1808,5484,8,65,1,0,G
10250,36,5901,0,11,310,2431,16,29,0,1,G
10251,60,4811,0,80,519,8125,10,101,1,1,G
10254,60,3104,0,47,1042,4391,11,49,1,1,G
10255,60,5203,5,22,3868,3003,9,43,0,0,G
10256,12,3409,0,15,1207,3376,10,53,0,1,G
10261,48,2409,2,14,340,767,5,0,1,1,G
10263,48,4610,5,12,14193,3385,10,35,1,0,G
10264,36,4306,2,58,2595,3434,8,23,1,0,B
10268,6,2901,0,38,135,2488,12,22,0,1,G
10269,12,4406,1,22,571,1922,15,37,1,1,G
10273,24,5011,0,6,245,216,9,44,0,1,G
10275,24,4206,1,17,1849,7135,8,14,0,1,G
10276,36,4507,1,37,98,3124,10,44,0,1,G
10281,36,3707,4,26,149,2096,11,21,0,1,G
10283,60,5500,0,10,3611,3419,1,38,0,1,G
10285,9,3304,6,30,19,2622,8,10,0,0,B
10289,18,5800,2,22,3735,2185,10,31,0,1,G
10291,24,5902,0,6,8431,6891,19,44,0,1,G
10292,60,5105,0,98,1215,3976,9,61,0,1,G
10293,36,2605,4,10,96,917,10,10,0,0,B
10295,24,5206,0,32,4585,10286,12,107,0,1,G
10297,36,4204,0,27,6103,4023,16,94,1,1,G
10303,24,6202,2,58,2472,11278,1,67,1,0,B
10304,12,5401,2,28,1565,3959,22,72,0,0,G
10305,60,4708,0,31,1996,2872,17,35,0,1,G
10307,60,4700,0,21,7186,5782,14,43,1,1,G
10308,24,4805,1,18,981,3661,14,32,0,0,G
10309,24,4603,2,21,394,2480,10,57,1,1,G
10310,120,3803,3,7,214,594,10,20,1,0,B
10311,36,4203,0,13,386,1891,17,23,0,1,G
10312,60,5108,0,27,105,1339,10,14,0,0,G
10313,15,5606,0,17,192,1722,20,26,0,1,G
10314,72,3809,6,5,2043,103,9,9,1,0,B
10316,36,5708,0,51,5546,5066,16,33,0,1,G
10317,24,3003,6,2,965,76,4,20,0,0,B
10321,12,3010,1,71,90,3117,7,30,0,1,G
10323,24,1906,0,21,886,1907,2,32,1,1,G
10325,36,3804,2,38,512,3191,18,48,0,0,G
10326,60,3607,6,25,6,2213,9,0,0,0,G
10327,36,5902,3,30,176,2067,16,24,0,0,G
10329,24,4008,0,26,476,2421,11,56,1,1,G
10330,60,3610,0,20,524,3014,5,42,1,1,G
10331,12,4004,0,37,1000,3900,5,34,0,1,G
10332,36,3106,0,14,3382,7680,4,33,0,1,G
10335,36,7004,6,21,3582,3722,21,58,0,0,G
10337,60,4709,0,20,853,3484,19,23,0,1,G
10338,60,3703,0,0,0,0,0,64,0,1,G
10339,21,3510,0,14,1410,523,4,30,0,1,G
10340,12,5011,0,4,1407,396,8,47,1,1,G
10341,42,5906,0,21,488,2779,16,37,0,0,G
10342,48,3304,0,26,770,3210,3,24,0,1,G
10344,60,4701,2,20,3847,4547,17,50,1,0,B
10346,24,2901,1,35,461,2854,4,38,0,1,G
10347,24,4803,1,39,458,3177,4,27,0,1,G
10349,12,2411,2,27,260,1922,4,22,0,0,B
10350,36,5307,0,16,3215,2593,10,30,0,1,G
10353,24,4511,2,70,232,7199,10,49,0,1,G
10355,36,5208,0,13,18595,2473,10,33,0,1,G
10356,60,3302,1,21,1277,3668,10,59,0,1,G
10360,12,4308,0,21,1543,2203,13,26,0,1,G
10363,36,2605,1,30,486,2492,8,55,1,1,G
10364,48,3300,2,32,706,3232,14,100,1,1,G
10365,24,3108,1,14,198,2302,18,34,0,1,G
10366,9,4008,0,21,5908,17414,15,20,1,1,G
10367,36,2306,0,8,455,2415,2,31,0,1,G
10369,96,4505,2,8,20,110,16,10,0,0,G
10370,18,6506,0,26,8883,1478,8,21,1,1,G
10373,12,4407,3,20,2969,5625,9,114,0,1,G
10374,60,6200,0,43,698,3238,11,55,0,1,G
10376,12,5810,0,15,2356,2478,9,27,0,1,G
10377,24,3809,2,79,321,3526,7,33,0,0,G
10378,60,5310,5,3,4820,150,4,28,1,0,G
10379,36,4811,0,4,96,273,13,61,1,1,G
10383,12,3901,5,13,27,1536,15,16,0,1,G
10384,48,5207,2,57,2010,3707,3,41,0,1,G
10387,12,4108,0,71,841,3407,15,48,0,1,G
10388,15,6101,1,45,1013,3673,8,27,0,1,G
10389,84,4810,0,8,320,517,9,14,1,0,B
10392,12,2009,4,20,40,1715,4,32,0,1,G
10396,24,3511,0,23,3222,3016,10,31,0,1,G
10397,60,4309,4,28,1055,3216,15,29,1,1,G
10399,36,5104,0,5,12814,666,19,24,0,1,G
10400,60,5005,6,65,1711,3010,10,26,0,1,G
10401,60,4510,0,39,702,2995,18,38,1,1,G
10405,18,3302,0,26,1031,1676,5,17,0,1,G
10406,24,5106,0,27,662,3667,18,44,0,1,G
10407,42,3211,0,64,2117,4936,18,38,1,0,B
10408,24,4206,0,2,1014,450,9,31,0,1,G
10409,48,3806,0,26,1105,2985,19,25,0,1,G
10410,30,2509,0,26,137,2525,5,32,0,0,G
10411,54,4604,0,26,2317,3082,10,48,0,1,G
10412,36,5001,4,42,18779,41619,9,32,0,1,G
10415,48,3704,5,74,1594,5645,5,46,0,1,G
10416,24,4503,0,24,764,2661,9,39,0,1,G
10419,12,4802,2,15,301,2444,11,36,0,0,G
10420,36,2502,0,0,0,0,6,0,0,0,G
10424,48,4506,3,33,759,4079,16,36,0,1,G
10426,84,4610,0,41,887,13133,11,53,1,1,G
10428,18,4308,6,31,1717,2899,7,52,0,0,G
10431,24,5501,0,17,1792,2058,9,28,0,1,G
10433,12,4404,0,26,1186,3089,10,43,0,1,G
10435,60,3100,0,49,1399,5016,15,60,1,0,G
10437,12,5211,5,31,10495,6936,13,33,0,1,G
10438,60,3302,1,59,99,5755,10,35,0,1,G
10442,60,3303,0,41,748,2013,14,27,0,0,G
10443,24,3304,0,36,1038,4095,2,37,0,1,G
10447,18,3005,0,11,866,3606,8,34,0,1,G
10448,36,6507,2,11,8686,1189,10,40,0,1,G
10451,36,2311,0,27,6700,2853,8,34,0,1,G
10453,18,3707,0,4,7924,6020,7,28,0,0,G
10454,48,5411,0,0,0,0,1,61,1,1,G
10461,36,4003,0,33,3477,4000,13,5,0,0,G
10463,6,5502,0,9,506,8838,9,32,0,0,G
10464,24,2507,0,56,214,1872,3,31,0,1,G
10465,60,3208,0,45,1376,4001,10,43,0,1,G
10468,48,3501,0,8,735,2158,6,30,0,1,G
10469,48,3103,0,23,3855,4599,10,20,0,1,G
10471,120,3410,0,89,1891,5012,16,60,1,0,G
10474,12,5107,0,47,1819,11654,15,41,0,1,G
10475,18,3810,0,24,1364,3332,4,33,0,1,G
10478,18,2909,2,38,121,2634,3,33,0,1,G
10479,60,2709,3,31,651,2200,3,28,0,1,G
10484,24,3908,2,52,9,5537,9,70,0,1,G
10488,36,2400,1,27,729,2026,6,30,0,1,G
10489,60,4804,3,66,3731,3010,18,42,0,0,G
10490,72,3600,0,31,1025,3555,11,28,0,1,G
10492,36,3807,0,45,597,3484,10,48,1,1,G
10494,60,5306,0,9,3120,3292,10,33,0,0,G
10495,36,5900,0,37,3577,4427,7,32,0,1,G
10496,60,5206,0,12,639,2134,19,68,0,0,G
10497,60,3003,0,31,815,2484,7,31,0,1,G
10500,60,2610,2,40,274,1783,1,37,0,1,G
10501,36,3710,0,45,116,4634,3,48,0,0,G
10504,60,6204,5,37,862,4199,9,42,0,0,G
10507,12,5302,0,28,2755,2478,5,22,0,1,G
10508,24,3508,1,21,1025,2340,16,33,0,1,G
10511,36,2803,1,21,275,2063,4,26,0,0,G
10515,36,5109,0,0,0,0,10,36,0,1,G
10516,12,3706,4,55,565,3733,10,47,0,0,G
10517,60,2910,4,81,693,3833,12,43,1,0,G
10519,60,3803,6,2,5093,106,2,50,1,0,G
10520,36,4102,0,44,917,3262,14,11,0,1,G
10522,12,5204,4,73,3126,7928,6,35,0,1,G
10523,18,4904,1,5,650,2707,7,24,0,0,G
10524,84,6405,0,0,0,0,12,138,1,1,G
10525,24,3110,0,20,13,2147,3,29,0,1,G
10526,60,4902,0,27,427,1458,9,15,0,0,G
10532,24,3111,4,55,565,2979,13,25,0,1,G
10534,60,3409,2,28,990,5187,2,50,0,0,G
10538,36,3711,0,42,381,5283,10,75,0,1,G
10539,60,2309,6,3,76,48,9,43,1,0,B
10540,12,2803,4,18,614,2137,11,23,0,0,G
10541,24,2206,0,27,399,1797,6,25,0,1,G
10544,60,2703,2,45,329,2904,11,9,0,0,B
10546,24,5304,3,26,509,3010,10,42,0,1,G
10547,60,3705,0,62,485,4041,14,73,1,1,G
10548,36,2908,4,9,145,7252,7,34,0,1,G
10549,60,2605,4,4,35,102,5,29,0,0,B
10553,60,2804,3,22,125,1829,12,17,0,0,G
10555,60,5009,1,23,550,2703,9,42,1,1,G
10556,60,2901,4,42,1805,7694,9,37,1,0,G
10557,120,5700,0,29,8307,28560,6,300,0,1,G
10561,60,3900,3,30,4486,6968,11,81,0,0,G
10562,24,3705,2,24,1730,3119,19,44,0,1,G
10563,36,4106,0,35,630,2225,2,29,0,1,G
10564,60,4601,4,33,33347,20203,9,0,1,0,G
10565,24,2504,0,39,1492,3273,10,46,0,1,G
10569,60,4804,0,36,3222,2724,18,47,0,1,G
10572,60,4409,0,46,865,3071,12,32,1,1,G
10580,24,4504,0,36,1207,3793,10,49,1,1,G
10581,24,3702,0,24,86,2620,13,29,0,1,G
10582,36,3501,6,15,163,1338,4,45,0,1,G
10585,60,5605,0,52,1576,5835,2,60,1,1,G
10588,12,3908,0,13,157,607,8,37,0,1,G
10589,60,4607,0,6,1761,1266,6,50,0,0,G
10590,60,3411,0,15,4971,6671,10,75,1,1,G
10591,12,4407,0,30,664,2490,11,34,0,1,G
10592,12,4102,2,48,750,4573,1,39,0,1,G
10593,48,5504,5,21,883,783,9,5,0,0,G
10594,120,5406,0,33,3966,9223,15,80,0,1,G
10595,12,4000,0,25,91,2644,10,33,0,1,G
10596,24,5401,2,9,2228,4813,10,39,0,0,B
10597,36,3411,0,42,1255,2745,11,35,0,1,G
10602,12,2607,0,31,169,3122,4,35,0,1,G
10603,24,5610,6,24,66,2364,10,36,0,0,G
10604,12,3100,0,28,44,2537,10,22,0,1,G
10606,24,5301,0,20,2244,7991,14,41,0,1,G
10607,18,3210,2,42,2669,3402,7,35,0,1,G
10611,60,4103,0,44,1171,2565,14,47,0,0,G
10618,60,3810,1,27,2453,2891,13,45,1,0,G
10621,48,4803,6,38,971,2084,10,25,0,0,G
10622,60,2301,1,36,81,2474,10,22,0,1,G
10623,24,3700,0,28,19470,1023,15,43,0,1,G
10625,30,5803,0,31,2331,2328,9,10,0,1,G
10627,36,3704,0,11,2053,2468,10,33,0,1,G
10630,24,3309,0,16,1846,3948,5,39,0,1,G
10633,120,4908,0,30,1022,9667,10,63,0,0,G
10641,120,5002,2,5,11463,2726,11,140,1,0,G
10645,60,3407,1,28,184,3421,10,30,0,1,G
10646,24,6108,0,22,261,2454,9,37,0,1,G
10647,24,4104,0,39,405,4508,16,54,1,0,G
10648,48,5902,2,21,1832,1890,10,27,0,0,G
10650,36,4800,0,18,160,1370,5,31,0,1,G
10651,18,6208,3,19,282,2392,10,28,1,1,G
10653,24,3107,1,33,520,1903,5,23,0,1,G
10656,36,3403,0,1,826,183,14,52,0,1,G
10657,36,3205,1,2,1378,210,9,38,0,0,G
10658,24,6010,0,20,13420,3606,10,67,0,1,G
10659,48,3306,3,49,708,6673,16,35,0,1,B
10661,36,3409,2,23,53,5370,5,80,0,1,G
10662,60,6104,6,1,22931,4071,10,39,1,1,G
10664,60,3600,1,13,39,525,6,19,0,0,B
10665,24,6002,0,19,92,1908,4,22,0,1,G
10666,72,6302,0,43,1166,5548,10,100,0,1,G
10669,60,3811,0,106,1167,5020,6,72,0,1,G
10670,12,3101,0,0,0,0,0,31,0,1,G
10671,36,3601,5,15,468,2597,5,31,0,1,G
10672,36,3007,3,17,54,2178,8,34,0,1,G
10673,24,4304,2,26,333,3929,7,29,0,0,G
10674,24,6201,0,32,4956,11888,7,206,0,1,G
10675,36,5000,6,21,30,1749,6,22,0,1,G
10677,60,5701,0,36,3909,5296,10,84,0,1,G
10678,18,3604,0,25,10057,5375,6,125,1,1,G
10679,24,5208,6,41,13754,10842,16,93,0,1,B
10680,18,3701,1,25,1703,7156,5,50,0,1,G
10681,48,2710,3,29,639,3099,12,38,0,1,G
10682,12,2108,4,46,140,1996,3,26,0,1,G
10684,84,5502,4,27,13996,4656,13,37,1,0,G
10685,60,5204,0,12,297,883,13,24,1,1,G
10687,60,2802,6,55,777,4410,10,51,1,0,G
10688,60,4200,4,18,993,3826,10,56,0,0,G
10690,24,4905,6,4,2456,300,7,77,0,0,G
10691,30,2711,0,11,161,741,9,15,0,0,G
10692,36,4300,0,46,1431,8316,16,107,0,1,G
10695,36,2307,6,12,22,615,7,21,0,1,G
10697,72,3004,0,0,0,0,8,40,1,0,B
10698,48,4108,0,0,0,0,10,100,0,1,G
10700,36,7105,0,41,6244,6861,10,22,0,1,G
10701,60,3211,1,23,1437,2831,10,33,0,0,G
10702,30,2008,0,49,64,1813,4,18,0,1,G
10706,60,4611,0,32,1273,2507,4,51,1,1,G
10708,36,2806,5,42,143,2424,11,27,0,1,G
10712,48,5003,0,34,217,4835,15,43,1,0,G
10713,24,4605,5,43,510,3267,10,56,0,1,G
10714,60,4304,1,24,2550,762,12,16,0,0,G
10715,120,5900,0,4,1083,1200,10,8,0,0,B
10718,24,4804,0,6,150,274,7,22,0,1,G
10719,84,3306,4,19,78,1374,5,19,0,0,G
10723,36,5311,0,17,282,3691,14,64,0,1,G
10724,36,6111,0,15,989,4214,6,41,0,1,G
10725,36,5406,0,3,71,144,10,47,1,1,G
10727,18,4800,0,10,185,1383,10,16,0,1,G
10733,36,3909,0,29,622,4075,10,69,0,1,G
10734,12,3202,5,39,1243,3137,10,38,0,0,G
10736,48,5501,0,0,0,0,9,84,1,1,G
10738,12,4405,0,54,201,2348,4,13,0,1,G
10739,36,4203,2,33,923,2822,10,35,0,1,G
10740,12,4011,0,9,715,1228,13,61,1,1,G
10741,54,3708,0,22,666,890,10,65,1,0,G
10745,36,3808,0,14,3318,2842,10,14,0,1,G
10746,12,3803,0,41,501,1918,7,16,0,1,G
10749,36,5106,0,37,1974,2530,16,64,1,1,B
10751,33,6106,3,35,3099,6068,10,114,0,1,G
10753,60,3911,0,20,30602,4066,16,52,0,1,G
10754,36,5200,0,29,10978,9882,15,42,0,1,G
10755,12,5801,4,46,261,3390,9,44,1,1,G
10765,6,5303,4,8,1021,3071,17,42,0,0,G
10766,18,3600,0,24,301,1828,4,20,0,0,G
10768,60,2709,6,30,569,2113,10,43,1,1,G
10769,60,5903,0,0,0,0,10,43,1,1,G
10770,12,5405,1,42,1811,4084,10,55,0,1,G
10774,18,3006,4,6,895,146,12,10,0,0,B
10775,21,5010,5,37,1647,11986,11,65,0,0,G
10776,36,5507,6,30,1639,4122,10,40,0,0,G
10777,60,6308,6,18,795,1482,10,17,0,0,G
10782,30,6206,0,0,0,0,0,60,0,1,G
10783,36,3306,6,31,1391,2409,4,12,0,0,G
10788,48,4802,0,17,951,2959,12,35,0,1,G
10789,24,2709,1,36,409,2655,4,29,0,1,G
10794,60,4407,3,43,1323,4251,4,71,0,0,G
10796,12,4904,0,54,1256,9724,2,88,0,0,G
10799,36,5109,1,31,39,3834,5,68,1,1,G
10802,36,3710,1,46,2440,3972,7,23,0,0,G
10804,60,5205,0,10,584,748,20,61,0,1,G
10806,60,4509,0,13,113,2231,6,30,1,1,G
10809,36,4407,0,14,519,1564,16,25,0,1,G
10810,12,4900,0,30,3709,4367,12,17,0,1,G
10811,30,6604,0,27,234,1878,12,11,0,1,G
10814,60,5900,0,4,2455,2092,10,48,1,1,G
10816,48,4009,1,14,844,1966,8,30,0,1,G
10817,36,4410,4,19,3370,2981,10,53,0,0,G
10818,24,2611,0,9,7674,1868,19,23,0,1,G
10822,60,5407,6,27,5038,3583,9,38,0,0,G
10823,48,5402,0,20,1363,3383,10,96,1,1,G
10824,60,3205,0,117,1514,2796,11,24,0,0,G
10825,60,3305,4,24,399,2835,9,103,1,0,G
10827,48,3510,0,27,3862,6029,11,62,0,1,G
10828,24,2602,2,41,518,2625,9,30,0,1,G
10829,24,4104,0,29,778,2435,3,41,0,1,G
10830,12,2610,0,23,559,3029,14,40,0,1,G
10836,24,4907,6,31,163,2247,20,37,1,0,G
10839,12,3102,0,38,618,3283,3,36,0,1,G
10840,24,2801,0,29,2095,2764,19,43,0,1,G
10843,60,5006,0,23,1452,2855,10,51,0,1,G
10844,42,6205,0,33,16176,3851,7,35,0,1,G
10845,60,4205,0,9,257,669,16,54,0,1,G
10847,24,4304,1,29,1305,4405,7,47,0,0,G
10850,60,3607,6,6,464,71,11,0,0,0,G
10852,36,3705,0,45,605,2450,18,31,0,1,G
10853,12,5610,0,0,7,0,10,33,0,1,G
10854,48,3508,1,30,1017,4479,9,53,0,0,G
10856,108,4710,0,0,0,0,6,80,0,0,B
10857,24,4810,6,35,819,4118,10,58,0,1,G
10859,24,2805,0,40,633,3328,11,54,0,1,G
10860,24,3209,0,0,0,0,7,50,0,1,G
10861,24,3406,0,27,1050,3679,20,52,0,1,G
10865,12,5806,0,0,0,0,21,36,0,1,G
10868,60,3800,1,24,971,3861,4,48,0,1,G
10869,48,5001,0,33,715,2466,4,30,0,1,G
10872,36,5310,0,71,1921,54015,14,0,0,1,B
10874,36,6101,0,28,4940,4428,8,75,1,0,G
10876,60,2900,2,23,77,4338,4,27,0,0,G
10880,24,3809,0,27,1767,2450,12,32,0,1,G
10882,12,4301,0,56,227,2095,14,15,1,1,G
10884,48,4202,0,27,3510,4739,19,51,1,1,G
10885,48,2800,0,44,6396,4386,5,40,1,1,G
10886,60,4504,1,44,1444,2785,14,23,0,0,G
10889,18,3309,5,39,1842,3170,4,54,0,0,B
10891,60,3411,0,0,0,0,9,28,1,0,B
10892,60,3302,1,8,904,1041,9,0,0,0,B
10893,36,4205,0,19,171,3546,7,54,0,1,G
10895,6,2910,0,28,613,4011,6,24,0,0,G
10896,42,4106,1,29,153,3412,4,53,0,0,G
10901,12,5002,0,44,603,5007,16,31,0,0,G
10902,36,5702,1,18,374,2934,11,43,0,1,G
10903,24,2905,0,26,2453,1675,3,38,1,1,G
